100,24,重庆,0
101,28,北京,1
102,21,重庆,2
103,15,北京,3
104,17,上海,4
105,19,广州,5
106,23,广州,6
107,33,海口,7
108,14,广州,8
109,33,上海,9
110,12,北京,10
111,29,海口,11
112,32,海口,12
113,26,广州,13
114,14,海口,14
115,13,重庆,15
116,21,海口,16
117,33,重庆,17
118,28,重庆,18
119,25,上海,19
120,17,海口,20
121,25,北京,21
122,35,海口,22
123,13,上海,23
124,19,重庆,24
125,12,重庆,25
126,13,广州,26
127,16,海口,27
128,19,广州,28
129,17,北京,29
130,36,海口,30
131,17,北京,31
132,13,上海,32
133,13,广州,33
134,31,北京,34
135,19,广州,35
136,29,重庆,36
137,10,广州,37
138,28,海口,38
139,20,广州,39
140,25,广州,40
141,10,广州,41
142,29,海口,42
143,34,广州,43
144,34,北京,44
145,32,重庆,45
146,31,上海,46
147,31,重庆,47
148,35,重庆,48
149,18,重庆,49
150,30,重庆,50
151,35,北京,51
152,28,北京,52
153,36,北京,53
154,39,上海,54
155,12,重庆,55
156,37,上海,56
157,16,重庆,57
158,17,北京,58
159,22,海口,59
160,10,重庆,60
161,34,广州,61
162,17,北京,62
163,11,上海,63
164,29,广州,64
165,18,广州,65
166,28,广州,66
167,37,上海,67
168,28,海口,68
169,26,广州,69
170,24,北京,70
171,13,广州,71
172,17,北京,72
173,20,重庆,73
174,34,广州,74
175,30,重庆,75
176,10,北京,76
177,17,上海,77
178,38,上海,78
179,15,重庆,79
180,13,海口,80
181,12,广州,81
182,10,重庆,82
183,30,北京,83
184,31,重庆,84
185,35,广州,85
186,20,重庆,86
187,37,广州,87
188,31,北京,88
189,32,北京,89
190,39,上海,90
191,16,海口,91
192,19,重庆,92
193,33,上海,93
194,10,重庆,94
195,19,海口,95
196,14,广州,96
197,20,广州,97
198,17,上海,98
199,14,海口,99
200,11,海口,100
201,37,上海,101
202,29,海口,102
203,35,上海,103
204,31,北京,104
205,28,重庆,105
206,19,海口,106
207,31,广州,107
208,32,上海,108
209,16,海口,109
210,12,北京,110
211,21,上海,111
212,35,广州,112
213,35,上海,113
214,13,北京,114
215,37,海口,115
216,15,海口,116
217,18,重庆,117
218,13,重庆,118
219,18,北京,119
220,27,广州,120
221,19,广州,121
222,25,重庆,122
223,20,海口,123
224,22,重庆,124
225,34,海口,125
226,34,上海,126
227,38,上海,127
228,26,北京,128
229,22,广州,129
230,34,海口,130
231,35,重庆,131
232,19,北京,132
233,30,上海,133
234,12,海口,134
235,10,北京,135
236,30,上海,136
237,10,海口,137
238,27,北京,138
239,12,广州,139
240,39,重庆,140
241,35,上海,141
242,31,北京,142
243,16,广州,143
244,14,海口,144
245,17,海口,145
246,14,北京,146
247,26,广州,147
248,27,海口,148
249,21,广州,149
250,33,上海,150
251,10,海口,151
252,12,上海,152
253,37,海口,153
254,39,广州,154
255,12,上海,155
256,12,广州,156
257,19,海口,157
258,28,广州,158
259,15,广州,159
260,19,北京,160
261,33,上海,161
262,11,上海,162
263,13,北京,163
264,35,重庆,164
265,38,北京,165
266,12,广州,166
267,39,广州,167
268,37,海口,168
269,23,海口,169
270,25,上海,170
271,38,重庆,171
272,10,海口,172
273,27,重庆,173
274,18,上海,174
275,11,广州,175
276,27,北京,176
277,18,上海,177
278,35,广州,178
279,36,海口,179
280,10,上海,180
281,24,重庆,181
282,19,广州,182
283,12,重庆,183
284,36,广州,184
285,25,海口,185
286,28,广州,186
287,38,重庆,187
288,27,海口,188
289,37,广州,189
290,31,广州,190
291,20,海口,191
292,23,海口,192
293,12,广州,193
294,16,广州,194
295,11,北京,195
296,12,北京,196
297,22,广州,197
298,15,上海,198
299,22,广州,199
300,20,重庆,200
301,21,北京,201
302,24,北京,202
303,12,上海,203
304,35,广州,204
305,30,重庆,205
306,38,重庆,206
307,36,重庆,207
308,25,上海,208
309,17,上海,209
310,25,广州,210
311,16,广州,211
312,27,海口,212
313,33,广州,213
314,38,重庆,214
315,32,广州,215
316,26,重庆,216
317,38,重庆,217
318,17,海口,218
319,34,上海,219
320,39,重庆,220
321,20,广州,221
322,26,上海,222
323,16,重庆,223
324,26,广州,224
325,28,广州,225
326,13,上海,226
327,39,上海,227
328,37,上海,228
329,29,广州,229
330,16,上海,230
331,33,上海,231
332,14,重庆,232
333,14,广州,233
334,14,海口,234
335,21,重庆,235
336,22,北京,236
337,13,上海,237
338,30,广州,238
339,22,上海,239
340,38,重庆,240
341,18,北京,241
342,23,重庆,242
343,17,北京,243
344,22,海口,244
345,20,北京,245
346,22,海口,246
347,38,重庆,247
348,38,海口,248
349,39,广州,249
350,19,北京,250
351,13,海口,251
352,19,上海,252
353,13,重庆,253
354,23,北京,254
355,36,海口,255
356,24,重庆,256
357,10,广州,257
358,15,北京,258
359,22,广州,259
360,32,重庆,260
361,14,北京,261
362,11,重庆,262
363,38,广州,263
364,13,广州,264
365,35,上海,265
366,27,广州,266
367,39,重庆,267
368,17,广州,268
369,30,重庆,269
370,30,海口,270
371,33,上海,271
372,29,广州,272
373,18,广州,273
374,10,重庆,274
375,15,北京,275
376,18,海口,276
377,39,重庆,277
378,38,北京,278
379,10,北京,279
380,27,北京,280
381,15,北京,281
382,26,北京,282
383,36,广州,283
384,34,广州,284
385,35,重庆,285
386,38,海口,286
387,15,重庆,287
388,33,上海,288
389,18,北京,289
390,18,广州,290
391,10,上海,291
392,22,北京,292
393,16,广州,293
394,36,广州,294
395,17,上海,295
396,20,海口,296
397,17,广州,297
398,16,海口,298
399,39,广州,299
400,28,海口,300
401,20,上海,301
402,11,上海,302
403,17,上海,303
404,32,北京,304
405,20,广州,305
406,16,广州,306
407,36,广州,307
408,17,广州,308
409,16,广州,309
410,32,广州,310
411,10,上海,311
412,28,北京,312
413,27,重庆,313
414,30,广州,314
415,14,上海,315
416,24,北京,316
417,12,重庆,317
418,34,北京,318
419,26,重庆,319
420,21,海口,320
421,28,重庆,321
422,32,重庆,322
423,34,北京,323
424,13,海口,324
425,18,广州,325
426,29,重庆,326
427,36,广州,327
428,21,重庆,328
429,19,北京,329
430,35,海口,330
431,28,上海,331
432,15,北京,332
433,26,北京,333
434,33,北京,334
435,35,上海,335
436,37,上海,336
437,30,海口,337
438,12,重庆,338
439,28,北京,339
440,10,广州,340
441,14,上海,341
442,25,广州,342
443,28,海口,343
444,32,重庆,344
445,27,重庆,345
446,17,北京,346
447,23,广州,347
448,29,海口,348
449,19,上海,349
450,29,海口,350
451,10,北京,351
452,39,海口,352
453,16,广州,353
454,37,上海,354
455,22,北京,355
456,26,海口,356
457,20,广州,357
458,33,上海,358
459,27,上海,359
460,12,海口,360
461,28,海口,361
462,23,上海,362
463,31,广州,363
464,19,重庆,364
465,12,上海,365
466,16,海口,366
467,30,广州,367
468,37,上海,368
469,39,北京,369
470,21,北京,370
471,31,海口,371
472,37,上海,372
473,34,广州,373
474,13,广州,374
475,29,北京,375
476,24,重庆,376
477,39,重庆,377
478,22,北京,378
479,28,北京,379
480,38,上海,380
481,38,广州,381
482,19,广州,382
483,17,北京,383
484,22,北京,384
485,23,海口,385
486,13,北京,386
487,21,广州,387
488,24,海口,388
489,24,重庆,389
490,32,北京,390
491,10,北京,391
492,32,重庆,392
493,35,重庆,393
494,38,上海,394
495,10,重庆,395
496,33,广州,396
497,24,北京,397
498,34,海口,398
499,14,海口,399
500,15,重庆,400
501,12,海口,401
502,31,重庆,402
503,13,北京,403
504,18,海口,404
505,16,上海,405
506,30,广州,406
507,20,海口,407
508,14,北京,408
509,39,海口,409
510,38,重庆,410
511,39,广州,411
512,16,上海,412
513,21,北京,413
514,14,北京,414
515,16,海口,415
516,22,海口,416
517,28,上海,417
518,21,广州,418
519,28,海口,419
520,20,海口,420
521,27,海口,421
522,36,海口,422
523,35,广州,423
524,28,海口,424
525,12,海口,425
526,13,广州,426
527,25,海口,427
528,25,北京,428
529,13,海口,429
530,28,重庆,430
531,23,海口,431
532,33,重庆,432
533,22,上海,433
534,27,广州,434
535,33,广州,435
536,21,北京,436
537,30,海口,437
538,31,重庆,438
539,15,重庆,439
540,34,广州,440
541,35,北京,441
542,19,海口,442
543,39,海口,443
544,34,上海,444
545,16,海口,445
546,22,重庆,446
547,32,广州,447
548,26,海口,448
549,39,重庆,449
550,14,北京,450
551,11,海口,451
552,12,海口,452
553,17,海口,453
554,32,海口,454
555,17,海口,455
556,11,海口,456
557,26,重庆,457
558,14,北京,458
559,37,海口,459
560,33,广州,460
561,29,重庆,461
562,15,北京,462
563,23,海口,463
564,28,上海,464
565,16,上海,465
566,26,重庆,466
567,25,广州,467
568,10,重庆,468
569,32,广州,469
570,10,海口,470
571,25,海口,471
572,24,重庆,472
573,30,北京,473
574,33,广州,474
575,37,重庆,475
576,11,广州,476
577,35,北京,477
578,14,北京,478
579,37,北京,479
580,16,海口,480
581,26,北京,481
582,33,重庆,482
583,14,北京,483
584,34,上海,484
585,39,重庆,485
586,23,北京,486
587,24,重庆,487
588,24,重庆,488
589,23,广州,489
590,25,北京,490
591,33,广州,491
592,24,北京,492
593,27,北京,493
594,21,海口,494
595,37,北京,495
596,37,上海,496
597,25,重庆,497
598,32,海口,498
599,27,广州,499
